name,week,year,pass_yards,pass_tds,rush_attempts,rush_yards,rush_tds,targets,receptions,receiving_yards,receiving_tds,fumbles,interceptions,fantasy_points,game_played,rostered_percent
Christian Kirk (HOU),1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,37.00%
Cedrick Wilson Jr. (MIA),1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10%
Dante Pettis (NO),1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00%
Braxton Berrios (HOU),1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60%
David Moore (CAR),1,2025,0,0,0,0,0,0,0,0,0,0,0,0,1,0.80%
Jamal Agnew (ATL),1,2025,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00%
Trent Taylor (SF),1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Tim Patrick (JAC),1,2025,0,0,0,0,0,0,0,0,0,0,0,0,1,1.10%
Russell Gage Jr. (SF),1,2025,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00%
Parris Campbell (DAL),1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Darius Slayton (NYG),1,2025,0,0,0,0,0,1,0,0,0,0,0,0,1,44.90%
Miles Boykin (CHI),1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Quinton Bell (MIA),1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60%
Scotty Miller (PIT),1,2025,0,0,0,0,0,0,0,0,0,0,0,0,1,0.10%
David Sills V (ATL),1,2025,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00%
Lil'Jordan Humphrey (NYG),1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20%
Malik Turner (SF),1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Keith Kirkwood (BAL),1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
KhaDarel Hodge (ATL),1,2025,0,0,0,0,0,1,0,0,0,0,0,0,1,1.20%
Tyler Lockett (TEN),1,2025,0,0,0,0,0,1,0,0,0,0,0,0,1,3.10%
DeAndre Carter (CLE),1,2025,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00%
Phillip Dorsett II (LV),1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Curtis Samuel (BUF),1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10%
Chris Godwin Jr. (TB),1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,81.90%
Demarcus Robinson (SF),1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70%
Robbie Chosen (WAS),1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Laquon Treadwell (IND),1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Xavier Gipson (PHI),1,2025,0,0,0,0,0,0,0,0,0,1,0,-2,1,1.10%
Dalton Kincaid (BUF),1,2025,0,0,0,0,0,4,4,48,1,0,,12.8,1,85.60%
Brock Bowers (LV),1,2025,0,0,0,0,0,8,5,103,0,0,,12.8,1,99.00%
Travis Kelce (KC),1,2025,0,0,0,0,0,4,2,47,1,0,,11.7,1,96.80%
Juwan Johnson (NO),1,2025,0,0,0,0,0,11,8,76,0,0,,11.6,1,46.90%
Tyler Warren (IND),1,2025,0,0,1,3,0,9,7,76,0,0,,11.4,1,96.20%
Sam LaPorta (DET),1,2025,0,0,0,0,0,9,6,79,0,0,,10.9,1,98.60%
Noah Fant (CIN),1,2025,0,0,0,0,0,5,4,26,1,0,,10.6,1,3.30%
George Kittle (SF),1,2025,0,0,0,0,0,4,4,25,1,0,,10.5,1,96.90%
Zach Ertz (WAS),1,2025,0,0,0,0,0,5,3,26,1,0,,10.1,1,72.50%
Harold Fannin Jr. (CLE),1,2025,0,0,1,3,0,9,7,63,0,0,,10.1,1,34.50%
Jonnu Smith (PIT),1,2025,0,0,0,0,0,6,5,15,1,0,,10,1,38.10%
Kyle Pitts Sr. (ATL),1,2025,0,0,0,0,0,8,7,59,0,0,,9.4,1,67.40%
Trey McBride (ARI),1,2025,0,0,0,0,0,9,6,61,0,0,,9.1,1,99.70%
Jake Tonges (SF),1,2025,0,0,0,0,0,3,3,15,1,0,,9,1,5.70%
Tucker Kraft (GB),1,2025,0,0,1,3,0,4,2,16,1,0,,8.9,1,88.90%
Hunter Henry (NE),1,2025,0,0,0,0,0,8,4,66,0,0,,8.6,1,70.00%
Dallas Goedert (PHI),1,2025,0,0,0,0,0,7,7,44,0,0,,7.9,1,76.60%
Brenton Strange (JAC),1,2025,0,0,0,0,0,4,4,59,0,0,,7.9,1,41.90%
Davis Allen (LAR),1,2025,0,0,0,0,0,2,1,13,1,0,,7.8,1,0.60%
Hunter Long (JAC),1,2025,0,0,0,0,0,1,1,6,1,0,,7.1,1,0.00%
Tyler Conklin (LAC),1,2025,0,0,1,2,0,2,2,50,0,0,,6.2,1,1.10%
Michael Mayer (LV),1,2025,0,0,0,0,0,4,4,38,0,0,,5.8,1,1.70%
David Njoku (CLE),1,2025,0,0,0,0,0,6,3,37,0,0,,5.2,1,81.60%
Jake Ferguson (DAL),1,2025,0,0,0,0,0,6,5,23,0,0,,4.8,1,86.40%
Dalton Schultz (HOU),1,2025,0,0,0,0,0,5,3,28,0,0,,4.3,1,23.40%
Pat Freiermuth (PIT),1,2025,0,0,0,0,0,3,3,28,0,0,,4.3,1,8.20%
Cade Stover (HOU),1,2025,0,0,0,0,0,4,4,22,0,0,,4.2,1,0.60%
Ja'Tavion Sanders (CAR),1,2025,0,0,0,0,0,3,2,27,0,0,,3.7,1,2.80%
Cole Kmet (CHI),1,2025,0,0,0,0,0,4,1,31,0,0,,3.6,1,3.90%
Evan Engram (DEN),1,2025,0,0,0,0,0,4,3,21,0,0,,3.6,1,64.20%
Chig Okonkwo (TEN),1,2025,0,0,0,0,0,4,3,19,0,0,,3.4,1,22.20%
Jackson Hawes (BUF),1,2025,0,0,0,0,0,1,1,29,0,0,,3.4,1,0.60%
Dawson Knox (BUF),1,2025,0,0,0,0,0,2,2,20,0,0,,3,1,1.20%
Tanner Conner (MIA),1,2025,0,0,0,0,0,4,2,20,0,0,,3,1,1.00%
T.J. Hockenson (MIN),1,2025,0,0,0,0,0,4,3,15,0,0,,3,1,93.10%
Jeremy Ruckert (NYJ),1,2025,0,0,0,0,0,2,2,16,0,0,,2.6,1,0.70%
Mason Taylor (NYJ),1,2025,0,0,0,0,0,1,1,20,0,0,,2.5,1,13.90%
Mo Alie-Cox (IND),1,2025,0,0,0,0,0,1,1,20,0,0,,2.5,1,0.60%
Will Dissly (LAC),1,2025,0,0,0,0,0,1,1,18,0,0,,2.3,1,0.70%
Colston Loveland (CHI),1,2025,0,0,0,0,0,2,2,12,0,0,,2.2,1,29.90%
Gunnar Helm (TEN),1,2025,0,0,0,0,0,2,1,16,0,0,,2.1,1,0.60%
Julian Hill (MIA),1,2025,0,0,0,0,0,0,0,0,0,0,,2,1,0.60%
Mike Gesicki (CIN),1,2025,0,0,0,0,0,3,1,14,0,0,,1.9,1,3.90%
Daniel Bellinger (NYG),1,2025,0,0,0,0,0,1,1,14,0,0,,1.9,1,0.60%
Tip Reiman (ARI),1,2025,0,0,0,0,0,1,1,10,0,0,,1.5,1,0.00%
Austin Hooper (NE),1,2025,0,0,0,0,0,1,1,10,0,0,,1.5,1,0.60%
Elijah Arroyo (SEA),1,2025,0,0,0,0,0,1,1,7,0,0,,1.2,1,3.20%
Lucas Krull (DEN),1,2025,0,0,0,0,0,2,1,6,0,0,,1.1,1,1.80%
Mark Andrews (BAL),1,2025,0,0,0,0,0,1,1,5,0,0,,1,1,87.00%
Adam Trautman (DEN),1,2025,0,0,0,0,0,1,1,5,0,0,,1,1,0.70%
Josh Oliver (MIN),1,2025,0,0,0,0,0,1,1,5,0,0,,1,1,0.70%
Theo Johnson (NYG),1,2025,0,0,0,0,0,3,1,5,0,0,,1,1,8.80%
Luke Musgrave (GB),1,2025,0,0,0,0,0,1,1,4,0,0,,0.9,1,1.10%
Luke Farrell (SF),1,2025,0,0,0,0,0,1,1,4,0,0,,0.9,1,0.60%
Elijah Higgins (ARI),1,2025,0,0,0,0,0,2,1,3,0,0,,0.8,1,0.60%
Noah Gray (KC),1,2025,0,0,0,0,0,1,1,3,0,0,,0.8,1,1.50%
AJ Barner (SEA),1,2025,0,0,1,2,0,2,1,0,0,0,,0.7,1,1.90%
John FitzPatrick (GB),1,2025,0,0,0,0,0,1,1,2,0,0,,0.7,1,0.00%
Tommy Tremble (CAR),1,2025,0,0,0,0,0,1,1,2,0,0,,0.7,1,4.10%
Kylen Granson (PHI),1,2025,0,0,0,0,0,1,1,1,0,0,,0.6,1,1.20%
Donald Parham Jr. (PIT),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,1.00%
Kenny Yeboah (DET),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Quintin Morris (JAC),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,1.40%
John Bates (WAS),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,0.60%
Jalin Conyers (MIA),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,1.20%
Josh Whyle (GB),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,1.10%
Jake Briningstool (KC),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Stephen Carlson (CHI),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Darnell Washington (PIT),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,0.90%
Andrew Beck (NYJ),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,0.00%
Luke Lachey (HOU),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,1.10%
Charlie Kolar (BAL),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,0.10%
Feleipe Franks (ATL),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,0.00%
Brevin Jordan (HOU),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,1.00%
Harrison Bryant (HOU),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Josiah Deguara (ARI),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Charlie Woerner (ATL),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,0.00%
Lawrence Cager (WAS),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Sean McKeon (IND),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Matt Orzech (GB),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Mitchell Fraboni (DEN),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Matt Sokol (PIT),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Jared Wiley (KC),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,1.00%
Ben Sinnott (WAS),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,1.00%
Cam Grandy (CIN),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Caden Prieskorn (TB),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,1.00%
Colson Yankoff (WAS),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,1.10%
Mason Pline (NO),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Treyton Welch (NO),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Devin Culp (TB),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,1.20%
Messiah Swinson (SF),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Brenden Bates (HOU),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Jack Westover (NE),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,0.00%
Brevyn Spann-Ford (DAL),1,2025,0,0,0,0,0,1,0,0,0,0,,0,1,0.00%
Brady Russell (SEA),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,0.00%
Patrick Murtagh (DEN),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,0.00%
Blake Whiteheart (CLE),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,0.00%
Joel Wilson (TEN),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
E.J. Jenkins (PHI),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,1.00%
Travis Vokolek (ARI),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,0.00%
Gavin Bartholomew (MIN),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Bryson Nesbit (MIN),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Oronde Gadsden II (LAC),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,2.40%
John Stephens Jr. (DAL),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Princeton Fant (DAL),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Nate Adkins (DEN),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,1.00%
Tanner Taula (TB),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Thomas Yassmin (LAC),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Bryce Pierre (CAR),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Patrick Herbert (JAC),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Caleb Lohner (DEN),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,1.00%
Robbie Ouzts (SEA),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,0.00%
Maximilian Mang (IND),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Nick Kallerup (SEA),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Ben Yurosek (MIN),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,0.00%
Tre Watson (KC),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Zach Horton (DET),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Carter Runyon (LV),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Mitchell Evans (CAR),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,0.60%
Hayden Rucci (MIA),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
David Martin-Robinson (TEN),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,0.00%
Keleki Latu (BUF),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
CJ Dippre (NE),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Gee Scott Jr. (NE),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Rivaldo Fairweather (DAL),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Joshua Simon (ATL),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Brayden Willis (SF),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Thomas Fidone II (NYG),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,1.00%
Sal Cannella (CLE),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Shane Zylstra (DET),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,1.10%
Nikola Kalinic (CHI),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Justin Shorter (LV),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,1.90%
Erick All Jr. (CIN),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,1.00%
Jelani Woods (NYJ),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,3.90%
Will Mallory (IND),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,1.00%
Isaiah Likely (BAL),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,20.10%
Grant Calcaterra (PHI),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,0.60%
Greg Dulcich (MIA),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,5.80%
James Mitchell (CAR),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Moliki Matavao (NO),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,1.00%
Terrance Ferguson (LAR),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,1.70%
Cade Otton (TB),1,2025,0,0,0,0,0,3,0,0,0,0,,0,1,11.30%
Brock Wright (DET),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,0.60%
Mark Redman (LAR),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Jack Stoll (NO),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,0.00%
Teagan Quitoriano (ATL),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,0.00%
Tucker Fisk (LAC),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,1.00%
Zaire Mitchell-Paden (BAL),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,1.00%
Ben Sims (GB),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Payne Durham (TB),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,1.10%
Luke Schoonmaker (DAL),1,2025,0,0,0,0,0,1,0,0,0,0,,0,1,0.60%
Thomas Odukoya (TEN),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,1.00%
Cameron Latu (PHI),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,1.20%
Drew Ogletree (IND),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,1.10%
Leroy Watson IV (LV),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,1.00%
Connor Heyward (PIT),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,0.00%
Stone Smartt (NYJ),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,1.00%
Ko Kieft (TB),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,0.00%
Drew Sample (CIN),1,2025,0,0,0,0,0,1,0,0,0,0,,0,1,1.00%
Drake Dunsmore (TB),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Dominique Curry (DET),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Derek Fine (HOU),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
J.P. Foschi (CIN),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Joey Haynos (MIA),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Brad Cottam (KC),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Darnell Dinkins (NO),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Marquez Branson (ATL),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
James Dearth (NYJ),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Justin Snow (IND),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Keith Zinger (ATL),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Johnny Mundt (JAC),1,2025,0,0,0,0,0,1,0,0,0,0,,0,1,0.00%
Taysom Hill (NO),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,8.10%
Eric Saubert (SEA),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,1.80%
Robert Tonyan (KC),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,0.00%
Albert Okwuegbunam Jr. (LV),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Tyree Jackson (WAS),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Foster Moreau (NO),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,1.20%
Ross Dwelley (DET),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Ian Thomas (LV),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,0.10%
Durham Smythe (CHI),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,1.10%
Tanner Hudson (CIN),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,2.30%
Chris Manhertz (NYG),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,0.00%
Darren Waller (MIA),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,60.90%
Zach Wood (NO),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,2.50%
Tyler Higbee (LAR),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,3.20%
Andrew DePaola (MIN),1,2025,0,0,0,0,0,0,0,0,0,0,,0,1,0.00%
Tyler Ott (WAS),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
James Winchester (KC),1,2025,0,0,0,0,0,0,0,0,0,0,,0,0,0.00%
Colby Parkinson (LAR),1,2025,0,0,0,0,0,2,2,-6,0,1,,-1.6,1,0.60%